,Zone,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSI_DATA,3,6944,24:10.9,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71689372,0,44,0,104,0,-9,0,-9,0,-9,0,-9,0,-9,1,-8,0,-8,1,-8,1,-8,1,-8,1,-7,2,-8,2,-7,2,-7,2,-7,3,-6,3,-6,4,-5,4,-5,4,-5,5,-5,5,-5,5,-5,5,-5,6,-5,7,-5,7,-5,7,-6,8,-6,8,-5,7,-6,7,-7,8,-7,7,-7,7,-7,7,-7,6,-7,7,-8,6,-7,6,-8,5,-7,4,-7,5,-7,4,-6,3,-6,3,-6,3,-6,2,-7,2,-6,2,-6,1,-5,1,-5,0
CSI_DATA,3,6945,24:10.9,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71699381,0,44,0,104,0,1,8,1,8,2,8,1,8,1,8,1,7,2,7,2,7,2,7,3,6,3,6,3,6,3,5,3,5,3,5,4,5,5,5,5,4,5,4,5,4,5,4,6,4,6,4,7,3,7,3,8,4,8,4,9,4,8,4,8,4,7,4,8,5,7,5,7,5,8,5,7,6,7,6,6,6,6,6,5,6,5,6,5,6,4,6,3,6,3,6,3,5,2,6,2,5,1,5,1,5,1,5,0,5
CSI_DATA,3,6946,24:10.9,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71709398,0,44,0,104,0,8,-1,8,-1,8,-1,8,-1,8,-1,7,-1,7,-2,7,-1,7,-2,7,-2,6,-2,6,-3,6,-3,6,-3,5,-3,5,-4,5,-5,5,-5,5,-5,5,-6,5,-6,4,-6,4,-6,5,-7,4,-8,4,-7,4,-7,5,-9,5,-9,5,-8,6,-8,6,-8,7,-8,7,-7,6,-7,6,-7,7,-7,7,-6,7,-6,7,-6,6,-5,7,-4,6,-4,6,-4,6,-3,5,-3,5,-2,6,-2,5,-2,6,-1,5,-1,4,-1
CSI_DATA,3,6947,24:11.0,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71719367,0,44,0,104,0,-8,-5,-7,-5,-9,-4,-8,-4,-8,-4,-7,-4,-8,-3,-7,-3,-7,-3,-7,-2,-7,-2,-7,-1,-8,-1,-7,0,-7,0,-7,0,-7,0,-6,1,-7,2,-7,2,-7,2,-7,3,-7,3,-7,4,-8,4,-8,4,-8,4,-9,5,-9,5,-9,5,-9,4,-9,4,-9,4,-9,4,-9,3,-9,3,-10,3,-9,3,-9,3,-9,2,-8,1,-9,1,-8,1,-7,0,-7,0,-7,0,-7,-1,-7,0,-7,-1,-6,-1,-5,-2,-5,-2
CSI_DATA,3,6948,24:11.0,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71729368,0,44,0,104,0,-1,8,-1,7,-1,8,-2,8,-1,7,-1,7,0,7,0,7,0,7,0,6,1,7,1,6,1,6,2,6,2,5,3,6,3,5,3,5,3,4,4,5,4,5,4,5,5,5,5,5,6,5,6,5,6,6,6,6,7,6,7,6,6,6,6,7,6,6,5,7,6,7,5,7,5,8,4,7,4,7,4,7,3,7,3,7,3,6,2,7,1,6,2,6,1,6,0,5,0,5,0,5,0,5,-1,5
CSI_DATA,3,6949,24:11.0,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71740938,0,44,0,104,0,1,-9,0,-9,0,-9,0,-8,0,-8,0,-8,0,-8,-1,-8,-1,-8,-1,-7,-2,-8,-2,-8,-2,-7,-3,-6,-3,-6,-4,-6,-4,-6,-4,-6,-4,-5,-5,-6,-5,-5,-5,-5,-6,-6,-6,-5,-7,-5,-7,-6,-8,-6,-7,-6,-8,-6,-8,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-8,-6,-7,-6,-7,-5,-7,-5,-8,-5,-7,-4,-7,-4,-7,-3,-7,-3,-6,-3,-6,-2,-6,-2,-6,-2,-6,-1,-6,-1,-5
CSI_DATA,3,6950,24:11.0,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71749385,0,44,0,104,0,-2,-8,-2,-8,-3,-8,-2,-8,-3,-8,-2,-8,-3,-8,-3,-7,-3,-7,-4,-6,-3,-7,-4,-6,-4,-6,-4,-6,-4,-5,-5,-5,-5,-5,-5,-4,-5,-4,-6,-4,-6,-4,-6,-4,-7,-4,-8,-4,-8,-4,-8,-4,-8,-4,-9,-4,-9,-4,-9,-4,-8,-4,-9,-5,-9,-5,-8,-5,-8,-5,-8,-6,-8,-7,-7,-6,-7,-6,-6,-6,-6,-7,-6,-7,-5,-6,-5,-6,-5,-6,-4,-6,-4,-6,-3,-5,-3,-5,-3,-5,-2,-6,-2,-5
CSI_DATA,3,6951,24:11.0,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71759375,0,44,0,104,0,-7,3,-7,3,-7,3,-7,3,-7,4,-6,3,-6,4,-5,4,-6,4,-5,4,-5,4,-5,4,-5,4,-4,5,-4,4,-3,5,-3,5,-3,5,-2,5,-3,6,-2,6,-2,6,-2,6,-2,7,-2,7,-1,8,-1,8,-2,8,-2,9,-1,8,-3,8,-3,9,-3,8,-3,8,-3,8,-3,8,-3,8,-4,7,-4,7,-4,6,-4,6,-4,6,-4,5,-4,5,-4,5,-4,4,-4,4,-5,4,-5,3,-5,3,-5,3,-4,2
CSI_DATA,3,6952,24:11.0,3,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71772163,0,44,0,104,0,-4,-7,-5,-7,-5,-6,-5,-7,-5,-6,-4,-6,-5,-6,-5,-6,-5,-6,-5,-5,-5,-6,-6,-5,-6,-5,-6,-5,-6,-4,-6,-4,-6,-3,-6,-3,-7,-2,-7,-3,-7,-2,-7,-2,-7,-2,-8,-1,-9,-1,-9,-1,-9,-1,-9,-1,-10,-1,-10,-1,-9,-2,-10,-2,-9,-2,-9,-3,-10,-3,-9,-3,-9,-4,-9,-3,-8,-4,-8,-4,-7,-4,-7,-4,-7,-4,-7,-4,-6,-4,-6,-4,-5,-5,-5,-4,-5,-4,-4,-4,-4,-5,-3,-5
CSI_DATA,3,6953,24:11.0,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71783800,0,44,0,104,0,-7,3,-7,3,-7,4,-7,4,-7,4,-7,4,-6,4,-6,4,-6,4,-6,4,-5,5,-5,5,-5,5,-4,5,-4,5,-4,5,-3,5,-3,5,-3,6,-3,6,-3,6,-3,6,-2,6,-2,7,-2,7,-2,8,-2,8,-2,9,-2,9,-2,8,-3,8,-3,9,-3,8,-3,8,-3,8,-3,8,-4,8,-4,8,-4,7,-5,7,-4,6,-4,6,-5,6,-4,5,-4,4,-4,4,-4,4,-5,3,-5,3,-5,3,-5,2,-4,2
CSI_DATA,3,6954,24:11.0,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71790112,0,44,0,104,0,1,-9,1,-9,1,-8,1,-9,1,-8,1,-8,0,-8,0,-8,0,-8,-1,-8,-1,-8,-2,-8,-1,-8,-2,-7,-2,-8,-3,-8,-3,-7,-3,-7,-3,-7,-3,-7,-4,-7,-4,-7,-4,-7,-6,-7,-6,-7,-6,-8,-6,-8,-6,-9,-6,-9,-7,-8,-5,-9,-5,-9,-5,-9,-5,-9,-5,-9,-4,-9,-5,-9,-4,-9,-3,-9,-3,-9,-2,-8,-2,-9,-2,-8,-2,-8,-1,-7,-1,-7,-1,-7,0,-7,0,-6,0,-6,0,-6,1,-5
CSI_DATA,3,6955,24:11.0,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71799374,0,44,0,104,0,1,7,2,8,2,7,2,7,2,7,2,7,2,7,2,7,3,7,3,6,3,7,4,6,3,6,4,5,4,6,4,5,5,5,4,4,5,4,5,4,5,4,6,4,6,4,7,3,7,4,8,4,8,4,8,4,8,4,8,4,7,5,7,5,7,6,6,6,7,6,7,6,7,6,6,6,6,6,5,6,5,6,5,7,4,6,4,6,3,6,2,6,2,6,1,5,1,5,1,5,1,5,0,5
CSI_DATA,3,6956,24:11.0,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71809394,0,44,0,104,0,7,-1,7,-1,7,-1,7,-1,7,-1,7,-2,7,-2,6,-2,7,-2,6,-3,7,-3,7,-3,6,-3,6,-4,6,-4,6,-4,5,-5,4,-5,4,-6,5,-5,5,-5,5,-6,4,-6,4,-8,4,-8,4,-8,4,-8,5,-9,5,-9,5,-8,5,-8,6,-8,6,-8,6,-8,5,-7,6,-7,6,-7,6,-7,6,-6,6,-6,5,-5,6,-5,6,-5,5,-4,5,-4,5,-3,5,-3,5,-3,5,-3,4,-3,4,-2,4,-1
CSI_DATA,3,6957,24:11.1,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71821090,0,44,0,104,0,6,-4,6,-5,6,-5,7,-5,6,-5,6,-5,6,-6,5,-5,5,-6,5,-6,5,-6,5,-6,5,-6,4,-6,4,-6,3,-7,3,-7,3,-7,2,-8,2,-8,2,-8,2,-8,2,-8,2,-9,2,-9,1,-9,1,-10,2,-11,2,-11,1,-10,2,-10,3,-10,3,-10,3,-10,3,-10,3,-9,4,-9,4,-9,4,-9,5,-8,4,-7,4,-7,5,-7,4,-6,4,-6,4,-5,4,-5,4,-5,4,-4,4,-4,4,-3,4,-3
CSI_DATA,3,6958,24:11.1,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71829550,0,44,0,104,0,6,-5,6,-6,5,-6,6,-6,5,-6,5,-6,5,-6,4,-6,5,-6,5,-6,4,-7,3,-7,3,-7,3,-7,3,-7,2,-7,2,-7,1,-7,1,-8,1,-8,1,-8,0,-8,0,-8,0,-9,0,-9,-1,-9,-1,-10,0,-10,0,-11,-1,-10,1,-10,1,-11,1,-10,1,-10,0,-10,1,-10,2,-10,2,-10,3,-9,2,-9,2,-8,2,-8,3,-8,3,-7,3,-6,2,-6,3,-6,3,-5,3,-5,3,-5,3,-4,3,-4
CSI_DATA,3,6959,24:11.1,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71839383,0,44,0,104,0,6,5,6,4,7,4,6,4,6,4,6,4,6,4,6,3,6,3,6,3,6,2,6,2,6,2,6,1,6,1,7,1,6,0,6,0,6,-1,7,-1,7,-1,7,-2,7,-1,7,-2,8,-2,8,-2,8,-2,9,-3,9,-3,9,-3,9,-2,9,-1,9,-1,9,-1,9,-1,8,-1,9,0,9,0,8,0,8,0,7,1,7,2,7,1,6,2,6,2,5,2,5,2,5,2,4,2,4,2,4,3,3,3
CSI_DATA,3,6960,24:11.1,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71849585,0,44,0,104,0,-8,4,-8,4,-8,4,-8,4,-7,4,-8,4,-7,4,-7,4,-6,4,-6,4,-6,4,-6,5,-6,5,-5,5,-5,5,-4,5,-3,6,-3,6,-3,6,-3,6,-3,6,-3,7,-2,7,-2,8,-2,8,-2,8,-1,8,-2,9,-2,9,-1,9,-3,9,-3,9,-3,9,-3,9,-3,9,-4,8,-4,8,-4,8,-4,8,-4,7,-4,6,-4,7,-5,6,-4,6,-4,5,-4,4,-5,4,-5,4,-5,4,-5,3,-4,3,-4,2
CSI_DATA,3,6961,24:11.1,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71859545,0,44,0,104,0,8,0,8,-1,8,-1,9,-1,7,-1,8,0,7,-1,7,-1,7,-1,7,-1,7,-2,7,-2,7,-2,6,-3,6,-3,6,-3,6,-4,5,-4,5,-4,5,-5,5,-5,5,-5,5,-5,5,-6,5,-7,6,-7,5,-7,6,-7,6,-8,6,-7,7,-7,7,-7,7,-7,7,-6,7,-6,7,-5,7,-5,7,-5,7,-5,7,-4,7,-3,7,-3,7,-3,6,-3,6,-2,5,-2,6,-2,6,-1,5,-1,5,-1,4,0,4,0
CSI_DATA,3,6962,24:11.1,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71869387,0,44,0,104,0,2,9,2,9,2,8,2,8,2,8,2,8,3,8,2,7,3,7,3,7,3,7,3,6,3,7,3,6,3,5,4,6,5,5,5,5,5,4,6,4,5,4,6,4,6,4,7,4,7,4,8,4,8,4,9,4,8,4,9,4,8,4,8,5,8,5,7,5,8,5,8,6,7,6,6,6,5,6,5,6,5,6,5,6,5,6,4,6,3,6,3,6,3,6,2,5,1,5,1,5,1,5,0,5
CSI_DATA,3,6963,24:11.1,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71884642,0,44,0,104,0,8,3,8,3,9,3,8,3,8,3,8,3,8,2,7,2,8,2,7,1,8,1,8,1,8,1,7,0,7,0,7,-1,7,-2,7,-1,7,-2,7,-2,7,-2,7,-3,7,-3,8,-4,8,-4,8,-4,8,-4,9,-5,9,-5,9,-5,9,-4,9,-4,9,-3,9,-3,10,-3,9,-2,9,-2,9,-2,9,-1,9,-1,8,0,8,0,8,0,7,1,6,1,6,1,6,2,6,1,5,1,5,1,4,2,4,2
CSI_DATA,3,6964,24:11.1,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71891036,0,44,0,104,0,-2,-10,-2,-10,-3,-10,-3,-10,-3,-9,-3,-9,-3,-9,-3,-9,-3,-8,-4,-8,-4,-8,-5,-8,-4,-7,-5,-7,-5,-7,-6,-7,-6,-6,-6,-6,-7,-5,-6,-6,-7,-5,-7,-5,-8,-5,-9,-5,-9,-5,-9,-5,-10,-5,-10,-5,-10,-5,-10,-6,-9,-6,-9,-6,-9,-6,-8,-7,-9,-7,-9,-7,-9,-8,-7,-7,-7,-7,-6,-7,-6,-8,-6,-7,-6,-7,-5,-7,-4,-7,-4,-6,-4,-7,-3,-6,-3,-6,-3,-6,-2,-6,-2,-6
CSI_DATA,3,6965,24:11.1,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71900521,0,44,0,104,0,5,-8,4,-8,4,-9,4,-8,4,-8,4,-8,3,-8,3,-7,3,-8,2,-8,2,-8,2,-8,1,-8,1,-8,1,-8,0,-8,-1,-8,-1,-8,-1,-8,-1,-8,-1,-8,-2,-8,-2,-9,-3,-9,-3,-9,-3,-9,-4,-10,-3,-10,-4,-10,-4,-10,-2,-10,-2,-11,-2,-11,-2,-10,-2,-10,-2,-11,-2,-11,-1,-10,-1,-10,0,-9,0,-9,0,-9,1,-9,0,-8,1,-7,1,-7,1,-7,2,-6,2,-6,2,-6,2,-5,2,-5
CSI_DATA,3,6966,24:11.1,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71909382,0,44,0,104,0,8,3,8,3,8,2,8,3,8,3,7,2,7,1,7,1,7,1,7,1,7,1,7,0,7,0,7,-1,7,-1,7,-2,7,-2,6,-2,6,-3,7,-4,7,-3,7,-4,7,-4,7,-5,7,-5,8,-5,8,-6,8,-6,9,-6,8,-6,9,-5,9,-5,9,-5,9,-5,9,-4,9,-3,10,-3,9,-3,9,-2,9,-2,8,-1,8,-1,8,-1,7,-1,7,0,6,0,6,0,6,0,5,1,5,0,4,1,4,1
CSI_DATA,3,6967,24:11.1,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71919392,0,44,0,104,0,4,-9,3,-8,3,-9,3,-9,3,-9,3,-8,2,-9,1,-8,1,-8,1,-8,1,-8,1,-8,0,-8,0,-8,0,-7,-2,-8,-2,-8,-2,-8,-2,-7,-3,-8,-3,-8,-4,-8,-4,-8,-4,-9,-5,-9,-5,-9,-5,-9,-5,-10,-5,-10,-6,-10,-5,-10,-4,-11,-5,-11,-4,-10,-4,-10,-3,-11,-3,-11,-2,-10,-2,-10,-1,-9,-2,-10,-1,-9,0,-9,-1,-8,0,-8,0,-7,0,-7,1,-7,1,-7,1,-6,1,-6,1,-5
CSI_DATA,3,6968,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71929379,0,44,0,104,0,-10,0,-9,0,-9,1,-10,0,-9,0,-9,1,-9,1,-9,1,-8,1,-8,2,-8,2,-8,2,-8,2,-7,3,-7,3,-7,4,-6,4,-5,4,-6,5,-6,5,-6,5,-6,6,-5,6,-5,8,-5,8,-5,7,-5,8,-6,9,-6,9,-6,9,-6,8,-7,8,-7,8,-7,8,-7,8,-7,7,-8,7,-8,7,-8,7,-8,6,-7,5,-7,5,-8,5,-7,4,-7,3,-6,3,-6,2,-6,2,-6,2,-6,2,-6,1,-5,1
CSI_DATA,3,6969,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71939380,0,44,0,104,0,2,8,2,8,2,8,2,9,2,8,2,8,3,8,3,7,3,7,3,6,3,6,4,6,4,6,4,5,4,5,5,5,5,4,5,3,6,4,6,3,6,3,7,3,7,3,8,3,8,2,9,3,9,3,9,3,9,3,10,3,9,4,9,4,9,4,8,4,9,4,9,5,9,5,7,5,7,5,7,5,6,5,7,6,5,5,6,5,4,5,4,5,4,5,4,5,3,4,3,5,2,4,2,4
CSI_DATA,3,6970,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71949387,0,44,0,104,0,8,-3,8,-4,8,-4,9,-4,8,-4,8,-4,7,-4,7,-4,7,-4,6,-5,6,-5,6,-5,6,-5,5,-6,5,-6,4,-6,4,-7,3,-6,3,-7,4,-7,3,-7,3,-8,3,-8,3,-9,3,-9,3,-10,3,-10,3,-10,3,-11,3,-10,4,-10,5,-10,4,-10,5,-10,5,-9,4,-9,5,-9,5,-9,5,-8,6,-8,6,-7,6,-7,5,-6,5,-6,5,-5,5,-5,5,-4,6,-4,5,-3,5,-3,4,-3,4,-2
CSI_DATA,3,6971,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71959519,0,44,0,104,0,8,4,7,3,8,3,8,3,8,3,7,3,7,3,7,3,7,2,7,2,7,1,7,1,7,1,7,0,7,0,7,-1,7,-1,6,-1,6,-2,7,-2,7,-2,7,-3,7,-3,7,-4,8,-4,8,-4,8,-4,9,-5,9,-5,8,-4,9,-4,9,-4,9,-3,9,-3,9,-2,9,-2,9,-2,9,-2,9,-1,8,-1,8,0,8,0,8,0,7,0,6,1,6,1,6,1,5,1,5,1,5,1,4,2,4,2
CSI_DATA,3,6972,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71969847,0,44,0,104,0,2,-10,2,-10,2,-10,2,-10,1,-10,2,-10,1,-10,1,-9,1,-9,0,-9,0,-10,-1,-9,-1,-9,-1,-9,-1,-8,-2,-8,-3,-8,-3,-7,-4,-8,-4,-8,-4,-8,-5,-8,-5,-8,-6,-8,-6,-8,-6,-8,-7,-9,-7,-9,-7,-10,-7,-9,-6,-10,-6,-10,-6,-10,-5,-10,-6,-10,-5,-10,-5,-10,-4,-10,-4,-10,-3,-10,-3,-9,-3,-10,-2,-8,-2,-9,-1,-8,-2,-8,-1,-8,0,-7,0,-7,0,-7,0,-6,0,-6
CSI_DATA,3,6973,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71979396,0,44,0,104,0,6,6,6,6,7,5,7,6,6,6,6,6,6,5,6,5,6,5,6,4,6,5,6,4,6,3,7,3,6,3,7,2,7,2,6,1,7,1,7,0,7,0,8,0,7,0,8,-1,9,-1,9,-1,9,-1,10,-1,10,-1,9,-1,10,0,10,0,10,0,9,1,10,1,9,1,10,1,9,2,9,2,8,2,7,3,8,3,7,3,6,3,6,3,5,3,5,4,4,3,4,3,4,3,3,4,3,4
CSI_DATA,3,6974,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71989366,0,44,0,104,0,-2,-10,-2,-9,-3,-9,-3,-10,-3,-9,-2,-9,-3,-9,-3,-8,-3,-8,-3,-8,-3,-8,-4,-8,-4,-8,-4,-7,-4,-7,-6,-7,-6,-6,-6,-6,-6,-5,-6,-6,-6,-6,-7,-5,-7,-5,-8,-5,-9,-5,-9,-5,-9,-5,-10,-6,-10,-6,-10,-5,-9,-6,-9,-7,-9,-7,-8,-7,-8,-7,-8,-7,-8,-8,-7,-7,-7,-7,-6,-8,-6,-8,-6,-7,-5,-7,-5,-7,-4,-7,-4,-7,-3,-7,-3,-6,-3,-6,-3,-6,-2,-6,-2,-6
CSI_DATA,3,6975,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,71999766,0,44,0,104,0,-4,-9,-4,-9,-4,-9,-4,-9,-4,-8,-4,-8,-4,-8,-4,-8,-5,-8,-5,-7,-5,-7,-6,-7,-6,-6,-6,-6,-5,-6,-7,-6,-6,-5,-6,-5,-7,-4,-7,-4,-7,-4,-8,-4,-8,-4,-9,-4,-9,-4,-9,-3,-10,-4,-10,-4,-10,-4,-11,-3,-10,-5,-10,-5,-10,-5,-9,-5,-10,-5,-9,-6,-10,-6,-9,-6,-8,-6,-7,-6,-7,-7,-7,-7,-6,-6,-6,-6,-5,-6,-5,-5,-5,-6,-4,-6,-4,-6,-4,-5,-3,-6,-2,-6
CSI_DATA,3,6976,24:11.2,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,72012596,0,44,0,104,0,6,5,6,5,7,4,7,5,6,4,6,4,7,4,6,4,6,3,7,3,7,3,7,2,7,2,7,1,6,1,7,1,7,0,7,0,7,-1,7,-1,7,-1,7,-2,7,-2,8,-3,9,-3,9,-2,9,-3,9,-4,10,-4,10,-3,10,-3,10,-3,10,-3,10,-2,10,-2,10,-1,10,-1,9,0,9,-1,8,0,8,0,8,0,8,0,7,1,7,1,6,1,6,2,6,1,5,2,5,2,4,2,4,2
CSI_DATA,3,6977,24:11.3,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,72021764,0,44,0,104,0,-4,8,-3,8,-2,8,-3,8,-3,8,-3,7,-2,8,-2,8,-2,7,-1,7,-1,8,-1,7,0,7,0,7,0,7,1,7,2,7,2,6,3,6,3,7,3,6,3,6,4,6,5,7,5,7,5,7,5,7,6,8,6,8,6,8,5,8,5,8,4,9,4,9,4,9,4,8,4,9,3,9,3,8,2,8,2,8,2,8,1,8,2,7,1,7,1,6,0,6,-1,6,-1,6,-1,5,-1,5,-2,5
CSI_DATA,3,6978,24:11.3,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,72029840,0,44,0,104,0,7,4,7,3,8,4,8,3,7,4,7,3,7,3,6,3,7,2,7,2,7,2,7,1,7,1,7,0,6,0,7,-1,7,-1,7,-1,7,-2,7,-2,7,-2,7,-3,7,-3,7,-4,8,-4,8,-4,8,-4,9,-5,9,-5,9,-5,9,-4,10,-4,9,-3,9,-3,9,-3,9,-2,10,-2,9,-2,9,-2,8,-1,8,0,8,0,8,-1,7,0,7,1,6,0,6,1,5,1,5,1,5,1,5,2,4,2
CSI_DATA,3,6979,24:11.3,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,72042906,0,44,0,104,0,0,8,0,8,1,9,1,9,1,8,1,8,1,8,2,7,2,7,2,7,2,7,3,7,3,6,3,6,3,6,4,6,5,5,4,5,5,4,5,4,5,4,6,4,6,4,7,4,7,4,7,5,8,5,8,5,8,5,9,5,7,5,8,6,7,5,7,6,7,6,7,7,7,7,6,7,5,7,5,6,5,7,5,7,4,6,3,6,3,6,3,6,2,6,2,5,1,5,1,5,1,5,0,4
CSI_DATA,3,6980,24:11.3,3,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,72049383,0,44,0,104,0,4,7,4,7,5,7,4,7,5,7,4,6,5,6,5,6,5,5,5,5,5,5,6,5,6,4,6,4,6,3,6,3,6,3,6,2,6,2,6,2,7,2,7,1,7,1,8,1,8,1,8,1,9,1,10,1,10,1,10,1,9,1,9,1,9,2,9,2,10,3,9,3,9,3,8,3,8,3,7,3,7,4,7,4,7,4,5,4,5,4,4,4,4,4,4,4,4,3,3,4,3,4,2,4
CSI_DATA,3,6981,24:11.3,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,72061893,0,44,0,104,0,-9,-5,-9,-4,-10,-4,-10,-4,-9,-4,-9,-4,-9,-3,-9,-3,-9,-3,-9,-2,-9,-3,-9,-2,-9,-2,-8,-1,-8,-1,-9,0,-8,0,-8,1,-8,1,-8,1,-8,1,-8,2,-8,2,-9,3,-9,3,-9,3,-10,3,-10,3,-11,4,-10,3,-10,3,-11,3,-10,2,-10,2,-11,2,-11,1,-11,0,-10,0,-10,0,-10,0,-9,-1,-9,-1,-9,-1,-8,-2,-8,-2,-7,-2,-7,-3,-7,-2,-6,-3,-6,-3,-5,-3,-5,-3
CSI_DATA,3,6982,24:11.3,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,72069366,0,44,0,104,0,-9,-2,-9,-2,-10,-1,-10,-2,-10,-2,-9,-2,-9,-1,-9,-1,-9,-1,-9,-1,-9,0,-9,0,-9,0,-8,1,-8,1,-8,2,-7,2,-7,2,-7,3,-7,3,-8,3,-7,4,-8,4,-8,5,-8,5,-8,5,-8,5,-8,6,-8,6,-8,6,-8,5,-9,5,-9,5,-9,5,-9,5,-9,4,-9,4,-9,3,-9,3,-9,2,-9,2,-8,2,-8,2,-7,1,-7,1,-7,0,-7,0,-7,0,-6,0,-6,-1,-6,-1,-5,-1
CSI_DATA,3,6983,24:11.3,3,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,72079369,0,44,0,104,0,-3,9,-3,9,-2,9,-2,9,-2,8,-2,8,-2,8,-2,8,-1,8,-1,7,-1,8,0,7,0,7,0,7,0,7,1,7,2,7,2,7,2,6,2,6,2,6,3,7,3,6,4,7,4,7,5,7,5,8,5,8,5,8,5,8,4,8,4,8,4,8,4,8,4,8,3,8,3,9,2,8,2,8,2,8,2,8,1,8,1,7,1,7,0,6,0,6,0,6,-1,5,-1,5,-1,5,-1,5,-2,4
